Method Name,Original Column,Mapped Category
clearFieldersFromField,int.2,loop
clearFieldersFromField,a.0,loop
clearFieldersFromField,=.2,loop
clearFieldersFromField,0.2,loop
clearFieldersFromField,a.1,conditional statement
clearFieldersFromField,<.2,conditional statement
clearFieldersFromField,boardZDimension.0,conditional statement
clearFieldersFromField,a.2,loop
clearFieldersFromField,cricketFieldPositions.0,loop
clearFieldersFromField,i.3,loop
clearFieldersFromField,j.3,loop
clearFieldersFromField,a.3,loop
clearFieldersFromField,=.3,loop
clearFieldersFromField,0.3,loop
getClassNameForLookAndFeel,public.0,function declaration
getClassNameForLookAndFeel,String.0,function declaration
getClassNameForLookAndFeel,getClassNameForLookAndFeel.0,function declaration
getClassNameForLookAndFeel,String.1,parameter
getClassNameForLookAndFeel,name.0,parameter
getClassNameForLookAndFeel,if.0,conditional statement
getClassNameForLookAndFeel,lfNameToLookAndFeel.0,conditional statement
getClassNameForLookAndFeel,containsKey.0,conditional statement
getClassNameForLookAndFeel,name.1,conditional statement
getClassNameForLookAndFeel,UIManager.0,conditional block
getClassNameForLookAndFeel,LookAndFeelInfo.0,conditional block
getClassNameForLookAndFeel,lookAndFeelInfo.0,conditional block
getClassNameForLookAndFeel,=.0,conditional block
getClassNameForLookAndFeel,UIManager.1,conditional block
getClassNameForLookAndFeel,LookAndFeelInfo.1,conditional block
getClassNameForLookAndFeel,lfNameToLookAndFeel.1,conditional block
getClassNameForLookAndFeel,get.0,conditional block
getClassNameForLookAndFeel,name.2,conditional block
getClassNameForLookAndFeel,return.0,return
getClassNameForLookAndFeel,lookAndFeelInfo.1,return
getClassNameForLookAndFeel,getClassName.0,return
getClassNameForLookAndFeel,else.0,conditional statement
getClassNameForLookAndFeel,return.1,return
getClassNameForLookAndFeel,nan.0,return
selectBracketingEntries,protected.0,function declaration
selectBracketingEntries,boolean.0,function declaration
selectBracketingEntries,selectBracketingEntries.0,function declaration
selectBracketingEntries,final.0,parameter
selectBracketingEntries,AbsoluteDate.0,parameter
selectBracketingEntries,date.0,parameter
selectBracketingEntries,try.0,exception handling
selectBracketingEntries,// select the bracketing elements.200,comment
selectBracketingEntries,next.0,externally defined variable or function
selectBracketingEntries,=.0,assignment
selectBracketingEntries,TimeStampedEntry.0,external class
selectBracketingEntries,eop.0,externally defined variable or function
selectBracketingEntries,tailSet.0,externally defined variable or function
selectBracketingEntries,date.1,argument
selectBracketingEntries,).0,).0
selectBracketingEntries,first.0,externally defined variable or function
selectBracketingEntries,previous.0,externally defined variable or function
selectBracketingEntries,=.1,assignment
selectBracketingEntries,TimeStampedEntry.1,external class
selectBracketingEntries,eop.1,externally defined variable or function
selectBracketingEntries,headSet.0,externally defined variable or function
selectBracketingEntries,next.1,argument
selectBracketingEntries,).1,).1
selectBracketingEntries,last.0,externally defined variable or function
selectBracketingEntries,return.0,return
selectBracketingEntries,TRUE.0,return
selectBracketingEntries,catch.0,exception handling
selectBracketingEntries,NoSuchElementException.0,parameter
selectBracketingEntries,nsee.0,parameter
selectBracketingEntries,previous.1,externally defined variable or function
selectBracketingEntries,=.2,assignment
selectBracketingEntries,nan.0,assignment
selectBracketingEntries,next.2,externally defined variable or function
selectBracketingEntries,=.3,assignment
selectBracketingEntries,nan.1,assignment
selectBracketingEntries,return.1,return
selectBracketingEntries,FALSE.0,return
testNegativeParseCases,public.0,function declaration
testNegativeParseCases,void.0,function declaration
testNegativeParseCases,testNegativeParseCases.0,function declaration
testNegativeParseCases,verbose.0,externally defined variable or function
testNegativeParseCases,"""""""--->Negative parse tests START"""".100""","""""""--->Negative parse tests START"""".100"""
testNegativeParseCases,for.0,loop
testNegativeParseCases,int.0,loop
testNegativeParseCases,i.0,loop
testNegativeParseCases,=.0,loop
testNegativeParseCases,0.0,loop
testNegativeParseCases,i.1,conditional statement
testNegativeParseCases,<.0,conditional statement
testNegativeParseCases,negativeParseTests.0,conditional statement
testNegativeParseCases,length.0,conditional statement
testNegativeParseCases,i.2,loop
testNegativeParseCases,parseFilter.0,loop
testNegativeParseCases,negativeParseTests.1,loop
testNegativeParseCases,i.3,loop
testNegativeParseCases,FALSE.0,loop
testNegativeParseCases,// This used to fail until the parser was rewritten with the stack.200,comment
testNegativeParseCases,// stuff so that it can clean up partially parsed expression trees..201,comment
testNegativeParseCases,checkDelete.0,externally defined variable or function
clearFieldersFromField,public.0,function declaration
clearFieldersFromField,void.0,function declaration
clearFieldersFromField,clearFieldersFromField.0,function declaration
clearFieldersFromField,// clear all fielders from field.200,comment
clearFieldersFromField,for.0,loop
clearFieldersFromField,int.0,loop
clearFieldersFromField,i.0,loop
clearFieldersFromField,=.0,loop
clearFieldersFromField,0.0,loop
clearFieldersFromField,i.1,conditional statement
clearFieldersFromField,<.0,conditional statement
clearFieldersFromField,boardXDimension.0,conditional statement
clearFieldersFromField,i.2,loop
clearFieldersFromField,for.1,loop
clearFieldersFromField,int.1,loop
clearFieldersFromField,j.0,loop
clearFieldersFromField,=.1,loop
clearFieldersFromField,0.1,loop
clearFieldersFromField,j.1,conditional statement
clearFieldersFromField,<.1,conditional statement
clearFieldersFromField,boardYDimension.0,conditional statement
clearFieldersFromField,j.2,loop
clearFieldersFromField,for.2,loop
clearFieldersFromField,int.2,loop
clearFieldersFromField,a.0,loop
clearFieldersFromField,=.2,loop
clearFieldersFromField,0.2,loop
clearFieldersFromField,a.1,conditional statement
clearFieldersFromField,<.2,conditional statement
clearFieldersFromField,boardZDimension.0,conditional statement
clearFieldersFromField,a.2,loop
clearFieldersFromField,cricketFieldPositions.0,loop
clearFieldersFromField,i.3,loop
clearFieldersFromField,j.3,loop
clearFieldersFromField,a.3,loop
clearFieldersFromField,=.3,loop
clearFieldersFromField,0.3,loop
BFSdist,public.0,function declaration
BFSdist,void.0,function declaration
BFSdist,BFSdist.0,function declaration
BFSdist,Node.0,parameter
BFSdist,n.0,parameter
BFSdist,Vector.0,parameter
BFSdist,ToDo.0,parameter
BFSdist,int.0,parameter
BFSdist,indirConn.0,parameter
BFSdist,Node.1,variable declaration
BFSdist,n2.0,variable declaration
BFSdist,=.0,variable declaration
BFSdist,nan.0,variable declaration
BFSdist,for.0,loop
BFSdist,Enumeration.0,loop
BFSdist,es.0,loop
BFSdist,=.1,loop
BFSdist,n.1,loop
BFSdist,adjEdges.0,loop
BFSdist,elements.0,loop
BFSdist,es.1,conditional statement
BFSdist,hasMoreElements.0,conditional statement
BFSdist,n2.1,loop
BFSdist,=.2,loop
BFSdist,n.2,loop
BFSdist,adjNode.0,loop
BFSdist,Edge.0,loop
BFSdist,es.2,loop
BFSdist,nextElement.0,loop
BFSdist,if.0,conditional statement
BFSdist,n2.2,conditional statement
BFSdist,dist.0,conditional statement
BFSdist,<.0,conditional statement
BFSdist,0.0,conditional statement
BFSdist,n2.3,loop
BFSdist,dist.1,loop
BFSdist,=.3,loop
BFSdist,n.3,loop
BFSdist,dist.2,loop
BFSdist,+.0,loop
BFSdist,1.0,loop
BFSdist,indirConn.1,loop
BFSdist,n2.4,loop
BFSdist,dist.3,loop
BFSdist,++.0,loop
BFSdist,// important add adds to the end of the list.200,comment
BFSdist,ToDo.1,loop
BFSdist,add.0,loop
BFSdist,n2.5,loop
BFSdist,if.1,conditional statement
BFSdist,ToDo.2,conditional statement
BFSdist,isEmpty.0,conditional statement
BFSdist,n2.6,conditional block
BFSdist,=.4,conditional block
BFSdist,Node.2,conditional block
BFSdist,ToDo.3,conditional block
BFSdist,remove.0,conditional block
BFSdist,0.1,conditional block
BFSdist,BFSdist.1,conditional block
BFSdist,n2.7,conditional block
BFSdist,ToDo.4,conditional block
BFSdist,indirConn.2,conditional block
swapItems,public.0,function declaration
swapItems,void.0,function declaration
swapItems,swapItems.0,function declaration
swapItems,int.0,parameter
swapItems,index.0,parameter
swapItems,int.1,parameter
swapItems,change.0,parameter
swapItems,if.0,conditional statement
swapItems,index.1,conditional statement
swapItems,>=.0,conditional statement
swapItems,0.0,conditional statement
swapItems,&&.0,conditional statement
swapItems,index.2,conditional statement
swapItems,<.0,conditional statement
swapItems,allItems.0,conditional statement
swapItems,length.0,conditional statement
swapItems,&&.1,conditional statement
swapItems,change.1,conditional statement
swapItems,>=.1,conditional statement
swapItems,0.1,conditional statement
swapItems,&&.2,conditional statement
swapItems,change.2,conditional statement
swapItems,<.1,conditional statement
swapItems,allItems.1,conditional statement
swapItems,length.1,conditional statement
swapItems,MenuItem.0,conditional block
swapItems,temp.0,conditional block
swapItems,=.0,conditional block
swapItems,allItems.2,conditional block
swapItems,index.3,conditional block
swapItems,allItems.3,conditional block
swapItems,index.4,conditional block
swapItems,=.1,conditional block
swapItems,allItems.4,conditional block
swapItems,change.3,conditional block
swapItems,allItems.5,conditional block
swapItems,change.4,conditional block
swapItems,=.2,conditional block
swapItems,temp.1,conditional block
getMenuAdministracion,private.0,function declaration
getMenuAdministracion,JMenu.0,function declaration
getMenuAdministracion,getMenuAdministracion.0,function declaration
getMenuAdministracion,if.0,conditional statement
getMenuAdministracion,menuAdministracion.0,conditional statement
getMenuAdministracion,==.0,conditional statement
getMenuAdministracion,nan.0,conditional statement
getMenuAdministracion,menuAdministracion.1,conditional block
getMenuAdministracion,=.0,conditional block
getMenuAdministracion,new.0,conditional block
getMenuAdministracion,JMenu.1,conditional block
getMenuAdministracion,menuAdministracion.2,conditional block
getMenuAdministracion,setText.0,conditional block
getMenuAdministracion,Messages.0,conditional block
getMenuAdministracion,getString.0,conditional block
getMenuAdministracion,"""""""gui.GUI.57"""".0""","""""""gui.GUI.57"""".0"""
getMenuAdministracion,//$NON-NLS-1$.0,comment
getMenuAdministracion,menuAdministracion.3,conditional block
getMenuAdministracion,setIcon.0,conditional block
getMenuAdministracion,new.1,conditional block
getMenuAdministracion,ImageIcon.0,conditional block
getMenuAdministracion,"""""""data/icons/package_system.png"""".0""","""""""data/icons/package_system.png"""".0"""
getMenuAdministracion,//$NON-NLS-1$.1,comment
getMenuAdministracion,menuAdministracion.4,conditional block
getMenuAdministracion,add.0,conditional block
getMenuAdministracion,getMenuItemAdminUsuarios.0,conditional block
getMenuAdministracion,menuAdministracion.5,conditional block
getMenuAdministracion,add.1,conditional block
getMenuAdministracion,getMenuItemAdminResorces.0,conditional block
getMenuAdministracion,return.0,return
getMenuAdministracion,menuAdministracion.6,return
add,public.0,function declaration
add,boolean.0,function declaration
add,add.0,function declaration
add,Date.0,parameter
add,date.0,parameter
add,if.0,conditional statement
add,dates.0,conditional statement
add,contains.0,conditional statement
add,date.1,conditional statement
add,return.0,return
add,FALSE.0,return
add,boolean.1,variable declaration
add,added.0,variable declaration
add,=.0,variable declaration
add,FALSE.1,variable declaration
add,for.0,loop
add,int.0,loop
add,i.0,loop
add,=.1,loop
add,0.0,loop
add,i.1,conditional statement
add,<.0,conditional statement
add,dates.1,conditional statement
add,size.0,conditional statement
add,&&.0,conditional statement
add,added.1,conditional statement
add,i.2,loop
add,Date.1,loop
add,nextDate.0,loop
add,=.2,loop
add,dates.2,loop
add,get.0,loop
add,i.3,loop
add,if.1,conditional statement
add,date.2,conditional statement
add,before.0,conditional statement
add,nextDate.1,conditional statement
add,dates.3,loop
add,add.1,loop
add,i.4,loop
add,date.3,loop
add,added.2,loop
add,=.3,loop
add,TRUE.0,loop
add,if.2,conditional statement
add,added.3,conditional statement
add,dates.4,conditional block
add,add.2,conditional block
add,date.4,conditional block
add,return.1,return
add,TRUE.1,return
setPhoto,public.0,function declaration
setPhoto,void.0,function declaration
setPhoto,setPhoto.0,function declaration
setPhoto,JdaiPhoto.0,parameter
setPhoto,photo.0,parameter
setPhoto,String.0,variable declaration
setPhoto,text.0,variable declaration
setPhoto,=.0,variable declaration
setPhoto,nan.0,variable declaration
setPhoto,if.0,conditional statement
setPhoto,photo.1,conditional statement
setPhoto,!=.0,conditional statement
setPhoto,nan.1,conditional statement
setPhoto,label.0,conditional block
setPhoto,setText.0,conditional block
setPhoto,""""""""""".0""",""""""""""".0"""
setPhoto,try.0,exception handling
setPhoto,text.1,conditional block
setPhoto,=.1,conditional block
setPhoto,photo.2,conditional block
setPhoto,getSection.0,conditional block
setPhoto,getInfoStore.0,conditional block
setPhoto,getCaption.0,conditional block
setPhoto,photo.3,conditional block
setPhoto,catch.0,exception handling
setPhoto,JdaiReadException.0,parameter
setPhoto,e.0,parameter
setPhoto,JdaiGuiHelpers.0,conditional block
setPhoto,reportException.0,conditional block
setPhoto,"""""""Unable to read caption"""".100""","""""""Unable to read caption"""".100"""
